RANGO;NUMEROS PRIMOS;DURACION
2278000000-2279000000;46303;2.54122
2279000000-2280000000;46151;2.42961
2280000000-2281000000;46445;2.49339
2281000000-2282000000;46240;2.40139
2282000000-2283000000;46409;2.60113
2283000000-2284000000;46345;2.6593
2284000000-2285000000;46212;2.37015
2285000000-2286000000;46563;2.36088
2286000000-2287000000;46719;2.36755
2287000000-2288000000;46320;2.36056
2288000000-2289000000;46528;2.3516
2289000000-2290000000;46375;2.42144
2290000000-2291000000;46291;2.32582
2291000000-2292000000;46516;2.4157
2292000000-2293000000;46418;2.34675
2293000000-2294000000;46420;2.41903
2294000000-2295000000;46440;2.36111
2295000000-2296000000;46440;2.43104
2296000000-2297000000;46530;2.39161
2297000000-2298000000;46241;2.60235
2298000000-2299000000;46418;2.36903
2299000000-2300000000;46419;2.38211
2300000000-2301000000;46407;2.3634
2301000000-2302000000;46293;2.39156
2302000000-2303000000;46277;2.39251
2303000000-2304000000;46453;2.37314
2304000000-2305000000;46418;2.43856
2305000000-2306000000;46163;2.38063
2306000000-2307000000;46485;2.45846
2307000000-2308000000;46246;2.34379
2308000000-2309000000;46426;2.49239
2309000000-2310000000;46288;2.84575
2310000000-2311000000;46533;2.48317
2311000000-2312000000;46584;2.37423
2312000000-2313000000;46239;2.46021
2313000000-2314000000;46404;2.3928
2314000000-2315000000;46625;2.48048
2315000000-2316000000;46383;2.35731
2316000000-2317000000;46434;2.40619
2317000000-2318000000;46016;2.34405
2318000000-2319000000;46189;2.41226
2319000000-2320000000;46224;2.37472
2320000000-2321000000;46745;2.38886
2321000000-2322000000;46260;2.40713
2322000000-2323000000;46269;2.38655
2323000000-2324000000;46445;2.4518
2324000000-2325000000;46412;2.36635
2325000000-2326000000;46405;2.43698
2326000000-2327000000;46311;2.36796
2327000000-2328000000;46368;2.46007
2328000000-2329000000;46132;2.37152
2329000000-2330000000;46352;2.46648
2330000000-2331000000;46241;2.40538
2331000000-2332000000;46388;2.48087
2332000000-2333000000;46266;2.34907
2333000000-2334000000;46491;2.42377
2334000000-2335000000;46397;2.37726
2335000000-2336000000;46380;2.94396
2336000000-2337000000;46360;2.45835
2337000000-2338000000;46359;2.44645
2338000000-2339000000;46373;2.40084
2339000000-2340000000;46365;2.47785
2340000000-2341000000;46268;2.40679
2341000000-2342000000;46369;2.39625
2342000000-2343000000;46422;2.46931
2343000000-2344000000;46191;2.4154
2344000000-2345000000;46253;2.46656
2345000000-2346000000;46360;2.41563
2346000000-2347000000;46355;2.62236
2347000000-2348000000;46319;2.47335
2348000000-2349000000;46288;2.5022
2349000000-2350000000;46306;2.32042
2350000000-2351000000;46501;2.4146
2351000000-2352000000;46219;2.36303
2352000000-2353000000;46461;2.49932
2353000000-2354000000;46347;2.43579
2354000000-2355000000;46282;2.44896
2355000000-2356000000;46296;2.38641
2356000000-2357000000;46352;2.46078
2357000000-2358000000;46261;2.37976
2358000000-2359000000;46397;2.42147
2359000000-2360000000;46272;2.4062
2360000000-2361000000;46094;2.50005
2361000000-2362000000;46295;2.87525
2362000000-2363000000;46475;2.44858
2363000000-2364000000;46331;2.43618
2364000000-2365000000;46273;2.40964
2365000000-2366000000;46198;2.45709
2366000000-2367000000;46430;2.37243
2367000000-2368000000;46531;2.45014
2368000000-2369000000;46368;2.39238
2369000000-2370000000;46342;2.48135
2370000000-2371000000;46279;2.38181
2371000000-2372000000;46289;2.51699
2372000000-2373000000;46402;2.41543
2373000000-2374000000;46309;2.49585
2374000000-2375000000;46316;2.44161
2375000000-2376000000;46264;2.47818
2376000000-2377000000;46406;2.39735
2377000000-2378000000;46272;2.48731
2378000000-2379000000;46096;2.41723
2379000000-2380000000;46480;2.48422
2380000000-2381000000;46284;2.43088
2381000000-2382000000;46185;2.51375
2382000000-2383000000;46337;2.3985
2383000000-2384000000;46573;2.4043
2384000000-2385000000;46331;2.4183
2385000000-2386000000;46263;2.39491
2386000000-2387000000;46250;2.6211
2387000000-2388000000;46482;2.79666
2388000000-2389000000;46079;2.44757
2389000000-2390000000;46402;2.42579
2390000000-2391000000;46336;2.49243
2391000000-2392000000;46240;2.38731
2392000000-2393000000;46388;2.4767
2393000000-2394000000;46231;2.42198
2394000000-2395000000;46337;2.50052
2395000000-2396000000;46326;2.45518
2396000000-2397000000;46033;2.5096
2397000000-2398000000;46296;2.43548
2398000000-2399000000;46246;2.52383
2399000000-2400000000;46513;2.40793
2400000000-2401000000;46097;2.47085
2401000000-2402000000;46250;2.42563
2402000000-2403000000;46290;2.50046
2403000000-2404000000;46252;2.41709
2404000000-2405000000;46193;2.47392
2405000000-2406000000;46360;2.44366
2406000000-2407000000;46285;2.49993
2407000000-2408000000;46309;2.44787
2408000000-2409000000;46330;2.46624
2409000000-2410000000;46244;2.43826
2410000000-2411000000;46195;2.46566
2411000000-2412000000;46359;2.49465
2412000000-2413000000;46318;2.83351
2413000000-2414000000;46206;2.691
2414000000-2415000000;46307;2.51921
2415000000-2416000000;46130;2.47377
2416000000-2417000000;46282;2.30558
2417000000-2418000000;46249;2.41981
2418000000-2419000000;46513;2.33172
2419000000-2420000000;46277;2.43799
2420000000-2421000000;46254;2.35612
2421000000-2422000000;46109;2.42346
2422000000-2423000000;46310;2.37212
2423000000-2424000000;46490;2.45907
2424000000-2425000000;46273;2.35964
2425000000-2426000000;46391;2.42799
2426000000-2427000000;46346;2.45638
2427000000-2428000000;46285;2.46295
2428000000-2429000000;46210;2.381
2429000000-2430000000;46267;2.43925
2430000000-2431000000;46272;2.39023
2431000000-2432000000;46194;2.41553
2432000000-2433000000;46284;2.4238
2433000000-2434000000;46293;2.34304
2434000000-2435000000;46155;2.43198
2435000000-2436000000;46163;2.37591
2436000000-2437000000;46274;2.43943
2437000000-2438000000;46415;2.37959
2438000000-2439000000;46263;2.89799
2439000000-2440000000;46487;2.61766
2440000000-2441000000;46246;2.50353
2441000000-2442000000;46298;2.37737
2442000000-2443000000;46288;2.43922
2443000000-2444000000;46051;2.38752
2444000000-2445000000;46313;2.47996
2445000000-2446000000;46472;2.42093
2446000000-2447000000;46223;2.4497
2447000000-2448000000;46251;2.42393
2448000000-2449000000;45997;2.4746
2449000000-2450000000;46007;2.38602
2450000000-2451000000;46167;2.40552
2451000000-2452000000;46445;2.37024
2452000000-2453000000;46432;2.38266
2453000000-2454000000;46157;2.42686
2454000000-2455000000;46144;2.36996
2455000000-2456000000;46490;2.44385
2456000000-2457000000;46192;2.39007
2457000000-2458000000;46252;2.4561
2458000000-2459000000;46238;2.35967
2459000000-2460000000;46094;2.47028
2460000000-2461000000;46355;2.39664
2461000000-2462000000;46107;2.46933
2462000000-2463000000;46039;2.38894
2463000000-2464000000;46237;2.46893
2464000000-2465000000;46164;2.73503
2465000000-2466000000;46338;2.71315
2466000000-2467000000;46281;2.37415
2467000000-2468000000;46230;2.45617
2468000000-2469000000;46217;2.38703
2469000000-2470000000;46322;2.46213
2470000000-2471000000;46339;2.40083
2471000000-2472000000;46047;2.44678
2472000000-2473000000;46529;2.42091
2473000000-2474000000;46406;2.44826
2474000000-2475000000;46263;2.45288
2475000000-2476000000;46083;2.44314
2476000000-2477000000;46369;2.49604
2477000000-2478000000;46128;2.42425
2478000000-2479000000;46404;2.48989
2479000000-2480000000;46052;2.42152
2480000000-2481000000;46406;2.50097
2481000000-2482000000;46383;2.44044
2482000000-2483000000;46161;2.50491
2483000000-2484000000;46350;2.34733
2484000000-2485000000;46264;2.40657
2485000000-2486000000;46008;2.36015
2486000000-2487000000;46169;2.41613
2487000000-2488000000;46233;2.36319
2488000000-2489000000;46190;2.41168
2489000000-2490000000;46013;2.39471
2490000000-2491000000;46134;2.84158
2491000000-2492000000;46232;2.54804
2492000000-2493000000;46096;2.41929
2493000000-2494000000;46290;2.44829
2494000000-2495000000;46372;2.63917
2495000000-2496000000;46062;2.42211
2496000000-2497000000;46135;2.43261
2497000000-2498000000;46132;2.42956
2498000000-2499000000;46148;2.4212
2499000000-2500000000;46298;2.5435
2500000000-2501000000;46128;2.38897
2501000000-2502000000;46118;2.41806
2502000000-2503000000;46100;2.39242
2503000000-2504000000;46144;2.43803
2504000000-2505000000;46410;2.39074
2505000000-2506000000;46304;2.44833
2506000000-2507000000;46104;2.41891
2507000000-2508000000;46436;2.48345
2508000000-2509000000;46207;2.39954
2509000000-2510000000;46212;2.45454
2510000000-2511000000;46162;2.42986
2511000000-2512000000;46152;2.48285
2512000000-2513000000;46284;2.4311
2513000000-2514000000;46373;2.48571
2514000000-2515000000;46252;2.44383
2515000000-2516000000;46140;2.55702
2516000000-2517000000;46203;2.92932
2517000000-2518000000;46307;2.4221
2518000000-2519000000;46149;2.38828
2519000000-2520000000;46201;2.44735
2520000000-2521000000;46260;2.41745
2521000000-2522000000;46188;2.40894
2522000000-2523000000;46193;2.46728
2523000000-2524000000;46160;2.43472
2524000000-2525000000;46077;2.48086
2525000000-2526000000;46090;2.40747
2526000000-2527000000;46375;2.45727
2527000000-2528000000;46250;2.42658
2528000000-2529000000;46191;2.49972
2529000000-2530000000;46260;2.43655
2530000000-2531000000;46066;2.48599
2531000000-2532000000;46335;2.46084
2532000000-2533000000;46257;2.51065
2533000000-2534000000;46289;2.42526
2534000000-2535000000;46241;2.44731
2535000000-2536000000;46002;2.413
2536000000-2537000000;46266;2.46875
2537000000-2538000000;46315;2.44551
2538000000-2539000000;46260;2.46047
2539000000-2540000000;46075;2.45565
2540000000-2541000000;46247;2.48908
2541000000-2542000000;46351;2.66774
2542000000-2543000000;46108;2.82174
2543000000-2544000000;46021;2.64499
2544000000-2545000000;45995;2.48451
2545000000-2546000000;46302;2.48909
2546000000-2547000000;46130;2.49247
2547000000-2548000000;46131;2.46578
2548000000-2549000000;46271;2.5206
2549000000-2550000000;46383;2.51555
2550000000-2551000000;46166;2.38644
2551000000-2552000000;46132;2.36934
2552000000-2553000000;46140;2.37747
2553000000-2554000000;46186;2.42442
2554000000-2555000000;46141;2.37561
2555000000-2556000000;46283;2.43884
2556000000-2557000000;46149;2.38626
2557000000-2558000000;46145;2.4598
2558000000-2559000000;46270;2.39382
2559000000-2560000000;46289;2.42667
2560000000-2561000000;45911;2.38945
2561000000-2562000000;46344;2.45704
2562000000-2563000000;45961;2.42247
2563000000-2564000000;46224;2.43472
2564000000-2565000000;46337;2.43834
2565000000-2566000000;46311;2.46964
2566000000-2567000000;46125;2.44223
2567000000-2568000000;46183;2.76759
2568000000-2569000000;46167;2.59266
2569000000-2570000000;46292;2.45106
2570000000-2571000000;46171;2.43198
2571000000-2572000000;46010;2.42451
2572000000-2573000000;46304;2.4396
2573000000-2574000000;46134;2.48725
2574000000-2575000000;46260;2.48319
2575000000-2576000000;46146;2.41731
2576000000-2577000000;46130;2.4571
2577000000-2578000000;46240;2.42539
2578000000-2579000000;46024;2.46879
2579000000-2580000000;46180;2.46279
2580000000-2581000000;46087;2.46662
2581000000-2582000000;46314;2.4587
2582000000-2583000000;46110;2.50064
2583000000-2584000000;46074;2.4482
2584000000-2585000000;46194;2.4182
2585000000-2586000000;46031;2.41252
2586000000-2587000000;46149;2.44651
2587000000-2588000000;46132;2.42449
2588000000-2589000000;46108;2.44995
2589000000-2590000000;46258;2.431
2590000000-2591000000;46267;2.46862
2591000000-2592000000;46206;2.46263
2592000000-2593000000;46138;2.65254
2593000000-2594000000;46017;2.92237
2594000000-2595000000;46120;2.51496
2595000000-2596000000;46192;2.45777
2596000000-2597000000;46120;2.45437
2597000000-2598000000;46152;2.53244
2598000000-2599000000;46154;2.4747
2599000000-2600000000;46143;2.47313
2600000000-2601000000;46119;2.47543
2601000000-2602000000;45974;2.4281
2602000000-2603000000;46019;2.41891
2603000000-2604000000;46099;2.50156
2604000000-2605000000;46252;2.44203
2605000000-2606000000;46033;2.46662
2606000000-2607000000;46157;2.46284
2607000000-2608000000;45922;2.49485
2608000000-2609000000;46126;2.46403
2609000000-2610000000;45992;2.47334
2610000000-2611000000;46193;2.45323
2611000000-2612000000;46185;2.49961
2612000000-2613000000;46047;2.48984
2613000000-2614000000;46295;2.4879
2614000000-2615000000;45889;2.51984
2615000000-2616000000;46072;2.51979
2616000000-2617000000;46262;2.49794
2617000000-2618000000;45991;2.4433
2618000000-2619000000;46143;2.74128
2619000000-2620000000;46161;2.63809
2620000000-2621000000;46243;2.41466
2621000000-2622000000;46272;2.46759
2622000000-2623000000;45962;2.41597
2623000000-2624000000;45961;2.4613
2624000000-2625000000;46198;2.4575
2625000000-2626000000;46069;2.47247
2626000000-2627000000;46077;2.40708
2627000000-2628000000;46139;2.4761
2628000000-2629000000;46128;2.44284
2629000000-2630000000;45877;2.47277
2630000000-2631000000;46264;2.46015
2631000000-2632000000;46209;2.46701
2632000000-2633000000;46119;2.4888
2633000000-2634000000;46096;2.48892
2634000000-2635000000;45996;2.44238
2635000000-2636000000;45849;2.42826
2636000000-2637000000;45929;2.46914
2637000000-2638000000;46204;2.46347
2638000000-2639000000;46114;2.47036
2639000000-2640000000;46086;2.46248
2640000000-2641000000;46006;2.48601
2641000000-2642000000;46163;2.6506
2642000000-2643000000;46119;2.48785
2643000000-2644000000;45994;2.54253
2644000000-2645000000;46017;2.96103
2645000000-2646000000;46010;2.52138
2646000000-2647000000;46083;2.5305
2647000000-2648000000;46130;2.46169
2648000000-2649000000;45952;2.52244
2649000000-2650000000;46141;2.47985
2650000000-2651000000;46178;2.51716
2651000000-2652000000;45907;2.4089
2652000000-2653000000;46022;2.46173
2653000000-2654000000;46108;2.43963
2654000000-2655000000;46189;2.50475
2655000000-2656000000;46340;2.44511
2656000000-2657000000;46078;2.49188
2657000000-2658000000;46090;2.47054
2658000000-2659000000;46037;2.51476
2659000000-2660000000;46002;2.45243
2660000000-2661000000;45879;2.60978
2661000000-2662000000;46222;2.46548
2662000000-2663000000;45971;2.52032
2663000000-2664000000;45951;2.4723
2664000000-2665000000;46266;2.50039
2665000000-2666000000;46007;2.47548
2666000000-2667000000;46034;2.50649
2667000000-2668000000;46033;2.49409
2668000000-2669000000;46200;2.44084
2669000000-2670000000;46045;2.98039
2670000000-2671000000;46072;2.59194
2671000000-2672000000;45970;2.48946
2672000000-2673000000;46134;2.49396
2673000000-2674000000;46180;2.49696
2674000000-2675000000;46124;2.47662
2675000000-2676000000;46077;2.54459
2676000000-2677000000;46135;2.43905
2677000000-2678000000;45972;2.51137
2678000000-2679000000;46207;2.47325
2679000000-2680000000;45949;2.53981
2680000000-2681000000;46300;2.46463
2681000000-2682000000;45978;2.55008
2682000000-2683000000;45975;2.49801
2683000000-2684000000;45918;2.5528
2684000000-2685000000;45956;2.3927
2685000000-2686000000;45909;2.37278
2686000000-2687000000;46144;2.34692
2687000000-2688000000;46356;2.40175
2688000000-2689000000;46178;2.37237
2689000000-2690000000;45996;2.5745
2690000000-2691000000;46070;2.39472
2691000000-2692000000;46123;2.42454
2692000000-2693000000;45925;2.39493
2693000000-2694000000;45944;2.40891
2694000000-2695000000;46159;2.56069
2695000000-2696000000;46110;2.8072
2696000000-2697000000;46051;2.41038
2697000000-2698000000;46184;2.41926
2698000000-2699000000;46089;2.40974
2699000000-2700000000;45943;2.42099
2700000000-2701000000;46145;2.46231
2701000000-2702000000;46002;2.37143
2702000000-2703000000;46088;2.43228
2703000000-2704000000;46038;2.39227
2704000000-2705000000;45966;2.44331
2705000000-2706000000;46077;2.46501
2706000000-2707000000;46094;2.43679
2707000000-2708000000;46043;2.4168
2708000000-2709000000;46091;2.47004
2709000000-2710000000;45980;2.40461
2710000000-2711000000;45989;2.42457
2711000000-2712000000;46196;2.41903
2712000000-2713000000;46021;2.44093
2713000000-2714000000;46012;2.42565
2714000000-2715000000;46045;2.44326
2715000000-2716000000;45953;2.43306
2716000000-2717000000;46064;2.47182
2717000000-2718000000;46113;2.46736
2718000000-2719000000;45890;2.46107
2719000000-2720000000;46208;2.46167
2720000000-2721000000;45844;2.63592
2721000000-2722000000;46093;2.76764
2722000000-2723000000;46026;2.39238
2723000000-2724000000;45796;2.45521
2724000000-2725000000;46103;2.40966
2725000000-2726000000;46057;2.46833
2726000000-2727000000;45944;2.40548
2727000000-2728000000;45864;2.44783
2728000000-2729000000;45887;2.41683
2729000000-2730000000;45927;2.47298
2730000000-2731000000;45931;2.41404
2731000000-2732000000;46245;2.45684
2732000000-2733000000;46006;2.44541
2733000000-2734000000;46010;2.48115
2734000000-2735000000;45996;2.43571
2735000000-2736000000;45902;2.4915
2736000000-2737000000;45918;2.41374
2737000000-2738000000;46071;2.46256
2738000000-2739000000;46129;2.58158
2739000000-2740000000;46003;2.54567
2740000000-2741000000;46187;2.45538
2741000000-2742000000;46075;2.47896
2742000000-2743000000;45830;2.45188
2743000000-2744000000;45866;2.41609
2744000000-2745000000;45926;2.46746
2745000000-2746000000;45967;2.44063
2746000000-2747000000;46062;2.93326
2747000000-2748000000;45837;2.71106
2748000000-2749000000;46023;2.66465
2749000000-2750000000;45910;2.55323
2750000000-2751000000;46009;2.56923
2751000000-2752000000;46105;2.46449
2752000000-2753000000;46086;2.36951
2753000000-2754000000;45821;2.39464
2754000000-2755000000;45995;2.42306
2755000000-2756000000;46043;2.40312
